,data,x_n,y_n,z_n,x_mm,y_mm,z_mm,t,TR,orient
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-16/func/sub-16_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.999999523162842,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-17/func/sub-17_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.9999990463256836,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-18/func/sub-18_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.999999761581421,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-19/func/sub-19_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.9999990463256836,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-20/func/sub-20_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.9999988079071045,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-21/func/sub-21_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.9999990463256836,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-22/func/sub-22_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.0000011920928955,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-23/func/sub-23_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.9999988079071045,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-24/func/sub-24_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.999999523162842,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-25/func/sub-25_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.9999988079071045,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-26/func/sub-26_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.999999523162842,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-27/func/sub-27_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.0000011920928955,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-28/func/sub-28_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.000000238418579,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-29/func/sub-29_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.9999988079071045,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-30/func/sub-30_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.9999983310699463,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-31/func/sub-31_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.0000011920928955,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-32/func/sub-32_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.9999990463256836,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-33/func/sub-33_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.000000476837158,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-34/func/sub-34_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.0,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-35/func/sub-35_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.0000007152557373,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-36/func/sub-36_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.0000011920928955,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-37/func/sub-37_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.999999761581421,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-38/func/sub-38_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.9999990463256836,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-39/func/sub-39_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.000000476837158,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-40/func/sub-40_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.9999985694885254,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-41/func/sub-41_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.9999992847442627,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-42/func/sub-42_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.0,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-43/func/sub-43_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.999999761581421,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-44/func/sub-44_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.0000011920928955,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-45/func/sub-45_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.9999992847442627,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-46/func/sub-46_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.999999761581421,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-47/func/sub-47_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.000000476837158,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-48/func/sub-48_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.0000007152557373,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-49/func/sub-49_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.000000476837158,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-50/func/sub-50_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.0000009536743164,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-51/func/sub-51_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.0000007152557373,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-52/func/sub-52_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.9999985694885254,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-53/func/sub-53_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.0000007152557373,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-54/func/sub-54_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.999999523162842,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-55/func/sub-55_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.9999990463256836,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-56/func/sub-56_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.9999992847442627,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-57/func/sub-57_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.0000009536743164,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-58/func/sub-58_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.9999992847442627,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-59/func/sub-59_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.0000007152557373,292,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-60/func/sub-60_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.0000011920928955,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-61/func/sub-61_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.999999523162842,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-62/func/sub-62_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.0000009536743164,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-63/func/sub-63_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.0000014305114746,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-64/func/sub-64_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.0000016689300537,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-65/func/sub-65_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.9999990463256836,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-66/func/sub-66_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.0,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-67/func/sub-67_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.000000476837158,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-68/func/sub-68_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.999999761581421,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-69/func/sub-69_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.9999990463256836,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-70/func/sub-70_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.0000009536743164,244,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-71/func/sub-71_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.9999990463256836,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-72/func/sub-72_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.9999990463256836,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-73/func/sub-73_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.0000009536743164,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-74/func/sub-74_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.0000014305114746,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-75/func/sub-75_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,3.0000011920928955,300,2.5,RPI
Rest_w_Healthy_v_OsteoPain/ds000208-download/sub-76/func/sub-76_task-rest_bold.nii.gz,Rest_w_Healthy_v_OsteoPain,64,64,36,3.4375,3.4375,2.999999523162842,300,2.5,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1004/func/sub-1004_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1005/func/sub-1005_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,3.999999761581421,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1006/func/sub-1006_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,3.999999761581421,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1007/func/sub-1007_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1008/func/sub-1008_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,3.999999761581421,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1009/func/sub-1009_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1010/func/sub-1010_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1012/func/sub-1012_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,3.999999761581421,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1013/func/sub-1013_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1014/func/sub-1014_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1015/func/sub-1015_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,3.999999761581421,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1016/func/sub-1016_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1017/func/sub-1017_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1018/func/sub-1018_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1019/func/sub-1019_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,3.999999761581421,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1020/func/sub-1020_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1021/func/sub-1021_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1022/func/sub-1022_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1023/func/sub-1023_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1024/func/sub-1024_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1026/func/sub-1026_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1027/func/sub-1027_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1028/func/sub-1028_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1029/func/sub-1029_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1030/func/sub-1030_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1032/func/sub-1032_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,3.999999761581421,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1033/func/sub-1033_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1034/func/sub-1034_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1035/func/sub-1035_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1036/func/sub-1036_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1037/func/sub-1037_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,3.999999761581421,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1038/func/sub-1038_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1039/func/sub-1039_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-1040/func/sub-1040_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2001/func/sub-2001_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2002/func/sub-2002_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2003/func/sub-2003_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2004/func/sub-2004_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2006/func/sub-2006_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2007/func/sub-2007_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2008/func/sub-2008_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2010/func/sub-2010_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,3.999999761581421,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2011/func/sub-2011_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2012/func/sub-2012_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2013/func/sub-2013_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2016/func/sub-2016_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,3.999999761581421,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2018/func/sub-2018_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,3.999999761581421,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2019/func/sub-2019_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2020/func/sub-2020_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2021/func/sub-2021_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,3.999999761581421,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2022/func/sub-2022_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2023/func/sub-2023_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,3.999999761581421,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2024/func/sub-2024_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2025/func/sub-2025_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,3.999999761581421,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2026/func/sub-2026_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2027/func/sub-2027_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2029/func/sub-2029_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,3.999999761581421,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2030/func/sub-2030_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,3.999999761581421,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2031/func/sub-2031_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2032/func/sub-2032_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,3.999999761581421,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2037/func/sub-2037_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_Older_v_Younger/ds003871-download/sub-2038/func/sub-2038_task-rest_dir-AP_run-01_bold.nii.gz,Rest_w_Older_v_Younger,74,74,32,2.972972869873047,2.972972869873047,4.0,300,2.0,RPI
Rest_w_VigilanceAttention/ds001168-download/sub-01/ses-1/func/sub-01_ses-1_task-rest_acq-fullbrain_run-1_bold.nii.gz,Rest_w_VigilanceAttention,128,128,70,1.5,1.5,1.4999998807907104,300,3000.0,RPI
Rest_w_VigilanceAttention/ds001168-download/sub-01/ses-1/func/sub-01_ses-1_task-rest_acq-fullbrain_run-2_bold.nii.gz,Rest_w_VigilanceAttention,128,128,70,1.5,1.5,1.4999998807907104,300,3000.0,RPI
Rest_w_VigilanceAttention/ds001168-download/sub-01/ses-1/func/sub-01_ses-1_task-rest_acq-prefrontal_bold.nii.gz,Rest_w_VigilanceAttention,200,60,40,0.75,0.75,0.75,150,4000.0,RPI
